OrderNo, TotalOrderDiscount ,OrderTime,DeliveryTimeslot,OrderDate,DeliveryDate
597214800,-12.39,12.14 AM,Between 10:00 am and 2:00 pm,6/25/2015,6/26/2015
329354173,-3.85,8.17 PM,Between 10:00 am and 2:00 pm,6/24/2015,6/26/2015
844995630,-6.3,8.07 PM,Between 10:00 am and 2:00 pm,6/24/2015,6/29/2015
848754206,    ,8.41 PM,Between 10:00 am and 2:00 pm,6/24/2015,6/26/2015
942083227,-10,8.55 PM,Between 6:00 pm and 10:00 pm,6/24/2015,6/26/2015
833202662,-7.49,9.15 AM,Between 2:00 pm and 6:00 pm,6/25/2015,6/26/2015
745591619,-3.21,9.38 AM,Between 6:00 pm and 5:59 pm (next day),6/25/2015,6/30/2015
85725306,-13.94,11.23 AM,Between 6:00 pm and 10:00 pm,6/29/2015,6/30/2015
239018652,-14.05,9.46 PM,Between 2:00 pm and 6:00 pm,6/25/2015,7/6/2015
961144814,-9.69,10.15 AM,Between 10:00 am and 2:00 pm,6/25/2015,6/27/2015
941179723,-16.33,1.52 PM,Between 2:00 pm and 6:00 pm,7/5/2015,7/7/2015
34939145,-1.45,1.49 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/26/2015
8996427,-9.94,4.4 PM,Between 10:00 am and 2:00 pm,6/25/2015,6/27/2015
309611478,-20.64,1.55 PM,Between 10:00 am and 2:00 pm,6/25/2015,6/27/2015
554170847,-17.02,11.11 AM,Between 10:00 am and 2:00 pm,6/26/2015,6/29/2015
62637152,-10,2.19 PM,Between 10:00 am and 2:00 pm,6/25/2015,7/2/2015
649998861,-11.79,1.38 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/27/2015
168438017,-25.08,11.11 AM,Between 6:00 pm and 10:00 pm,6/26/2015,6/27/2015
830502088,-52.94,1.52 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/26/2015
849642590,-37.6,8.25 PM,Between 10:00 am and 2:00 pm,6/25/2015,6/27/2015
803355834,-9.14,3.39 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/26/2015
13287569,-34.25,2:00 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/26/2015
639087104,    ,2.06 PM,Between 10:00 am and 2:00 pm,6/25/2015,6/29/2015
199356652,-13.41,1.49 PM,Between 2:00 pm and 6:00 pm,6/26/2015,6/29/2015
781667259,-7.49,9.42 PM,Between 6:00 pm and 10:00 pm,6/25/2015,6/27/2015
605162740,-7.49,2.16 PM,Between 6:00 pm and 10:00 pm,6/25/2015,6/26/2015
635373519,-14.03,10.48 AM,Between 2:00 pm and 6:00 pm,6/26/2015,6/29/2015
410075975,-7.49,3.19 PM,Between 6:00 pm and 10:00 pm,6/25/2015,6/26/2015
705786696,-16.79,3.13 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/27/2015
873024025,-8.05,7.02 AM,Between 2:00 pm and 6:00 pm,6/12/2015,6/15/2015
169743515,-11.37,9.2 AM,Between 2:00 pm and 6:00 pm,6/12/2015,6/15/2015
634035071,-11.14,10.39 AM,Between 10:00 am and 2:00 pm,6/12/2015,6/16/2015
547339352,-29.3,10.26 AM,Between 10:00 am and 2:00 pm,6/12/2015,6/15/2015
236031764,-0.65,4.56 PM,Between 6:00 pm and 5:59 pm (next day),6/13/2015,6/17/2015
337999633,-21.19,12.59 PM,Between 2:00 pm and 6:00 pm,6/17/2015,6/18/2015
795628994,-9.59,7.57 AM,Between 10:00 am and 2:00 pm,6/15/2015,6/16/2015
161749607,-19.44,3.36 PM,Between 10:00 am and 2:00 pm,6/28/2015,7/6/2015
375755333,-22.69,2.5 PM,Between 2:00 pm and 6:00 pm,6/14/2015,6/17/2015
853197480,-54.1,12.37 AM,Between 10:00 am and 2:00 pm,6/13/2015,6/18/2015
599900899,-9.49,9.1 AM,Between 10:00 am and 2:00 pm,6/13/2015,6/16/2015
71291320,-10.89,9.42 AM,Between 2:00 pm and 6:00 pm,6/13/2015,6/16/2015
263736870,-15.04,9:00 AM,Between 10:00 am and 2:00 pm,6/15/2015,6/17/2015
318737102,-7.74,8.31 AM,Between 2:00 pm and 6:00 pm,6/15/2015,6/16/2015
301132842,-7.2,8.43 PM,Between 6:00 pm and 10:00 pm,6/13/2015,6/22/2015
848001346,-3.21,10.35 AM,Between 6:00 pm and 5:59 pm (next day),6/14/2015,6/16/2015
596542819,-7.49,11.14 AM,Between 10:00 am and 2:00 pm,6/14/2015,6/19/2015
895455483,-18.25,12.16 PM,Between 10:00 am and 2:00 pm,6/14/2015,6/16/2015
194860861,-7.49,5.46 PM,Between 10:00 am and 2:00 pm,6/14/2015,6/18/2015
745048940,-10.39,12.46 PM,Between 6:00 pm and 10:00 pm,6/14/2015,6/18/2015
40468624,-7.49,2.25 PM,Between 2:00 pm and 6:00 pm,6/14/2015,6/17/2015
275694235,-0.85,1.28 PM,Between 6:00 pm and 10:00 pm,6/16/2015,6/17/2015
274884084,-45.29,6.15 PM,Between 10:00 am and 2:00 pm,6/14/2015,6/21/2015
767382766,    ,6.12 PM,Between 2:00 pm and 6:00 pm,6/14/2015,6/17/2015
918980760,-3.5,9.19 AM,Between 6:00 pm and 10:00 pm,6/16/2015,6/17/2015
774689400,-2.52,10.02 AM,Between 10:00 am and 2:00 pm,6/15/2015,6/18/2015
439195874,-9.44,3.28 PM,Between 10:00 am and 2:00 pm,6/15/2015,6/22/2015
647602159,    ,9.2 PM,Between 2:00 pm and 6:00 pm,6/15/2015,6/17/2015
260119615,-7.49,8.06 PM,Between 2:00 pm and 6:00 pm,6/15/2015,6/17/2015
982585634,-7.49,8.17 PM,Between 6:00 pm and 10:00 pm,6/15/2015,6/17/2015
13785223,-2.7,9.11 PM,Between 10:00 am and 2:00 pm,6/15/2015,6/17/2015
776852623,-66.7,9.55 PM,Between 6:00 pm and 10:00 pm,6/15/2015,6/22/2015
558211880,-15.14,9.41 PM,Between 2:00 pm and 6:00 pm,6/15/2015,6/17/2015
246856322,-9.04,3.23 PM,Between 6:00 pm and 10:00 pm,6/16/2015,6/17/2015
274823237,    ,7.27 PM,Between 6:00 pm and 10:00 pm,6/22/2015,6/23/2015
771062549,-30.9,11.34 AM,Between 2:00 pm and 6:00 pm,6/24/2015,7/1/2015
182759654,-7.49,8.51 PM,Between 10:00 am and 2:00 pm,6/22/2015,6/25/2015
29681493,-22.75,11.54 PM,Between 2:00 pm and 6:00 pm,6/22/2015,6/24/2015
400215918,    ,3.19 PM,Between 10:00 am and 2:00 pm,6/23/2015,6/25/2015
455723093,-6.1,4.47 PM,Between 2:00 pm and 6:00 pm,6/23/2015,6/24/2015
373005359,-10.74,4.51 PM,Between 10:00 am and 2:00 pm,6/23/2015,6/26/2015
893923352,-12.94,5.38 PM,Between 2:00 pm and 6:00 pm,6/23/2015,6/25/2015
549543361,-19.09,11:00 AM,Between 6:00 pm and 10:00 pm,6/24/2015,6/25/2015
152897272,-29.76,10.31 AM,Between 2:00 pm and 6:00 pm,6/24/2015,6/26/2015
685896487,-10.35,10.43 AM,Between 2:00 pm and 6:00 pm,6/25/2015,6/26/2015
839872698,-3.21,6.57 PM,Between 6:00 pm and 5:59 pm (next day),6/24/2015,6/26/2015
47520891,-7.49,7.4 PM,Between 6:00 pm and 10:00 pm,6/24/2015,6/26/2015
31297233,-7.49,11.13 PM,Between 6:00 pm and 10:00 pm,6/24/2015,6/29/2015
551558480,-12.44,4.42 PM,Between 6:00 pm and 10:00 pm,6/25/2015,6/26/2015
766614102,-15.19,9.42 PM,Between 6:00 pm and 10:00 pm,6/25/2015,7/1/2015
794179082,    ,12.01 AM,Between 6:00 pm and 10:00 pm,6/25/2015,6/26/2015
439397426,-23.24,12.02 AM,Between 10:00 am and 2:00 pm,6/25/2015,6/26/2015
669063772,-7.49,12.14 AM,Between 10:00 am and 2:00 pm,6/25/2015,6/26/2015
779688723,-20.81,9.59 AM,Between 6:00 pm and 5:59 pm (next day),6/25/2015,6/26/2015
440445675,-29.6,3.06 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/26/2015
959388705,-19.29,9.24 AM,Between 10:00 am and 2:00 pm,6/25/2015,6/26/2015
28422354,-23.75,9.06 AM,Between 10:00 am and 2:00 pm,6/25/2015,6/26/2015
50319232,-15.79,10.17 AM,Between 2:00 pm and 6:00 pm,6/25/2015,6/26/2015
621099057,-10.07,10.2 AM,Between 6:00 pm and 10:00 pm,6/25/2015,6/26/2015
734557255,-14.54,10.54 AM,Between 6:00 pm and 10:00 pm,6/25/2015,6/27/2015
129645686,-3.95,11.52 AM,Between 2:00 pm and 6:00 pm,6/25/2015,6/26/2015
211722446,-7.49,10.47 AM,Between 2:00 pm and 6:00 pm,6/25/2015,6/26/2015
51883128,-23.19,4.41 PM,Between 10:00 am and 2:00 pm,6/25/2015,6/29/2015
624944686,-6.8,11.16 AM,Between 10:00 am and 2:00 pm,6/25/2015,6/27/2015
592953892,-9.04,2.56 PM,Between 2:00 pm and 6:00 pm,6/26/2015,6/30/2015
197950916,-35.71,11.33 AM,Between 6:00 pm and 5:59 pm (next day),6/25/2015,7/7/2015
896492292,-0.81,11.5 AM,Between 2:00 pm and 6:00 pm,6/25/2015,6/30/2015
987279591,-59.96,12.07 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/26/2015
539152664,-3.86,3.04 PM,Between 10:00 am and 2:00 pm,6/25/2015,6/29/2015
789228606,-17.49,9.08 PM,Between 6:00 pm and 10:00 pm,6/25/2015,7/1/2015
222295844,-21.09,11.17 AM,Between 2:00 pm and 6:00 pm,7/1/2015,7/2/2015
184536311,-11,10.26 AM,Between 10:00 am and 2:00 pm,6/26/2015,6/29/2015
116594171,-13.35,12.5 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/26/2015
961522786,-17.84,6.41 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/26/2015
585202137,-22.99,8:00 PM,Between 6:00 pm and 10:00 pm,6/25/2015,6/26/2015
255340256,-29.49,1.33 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/29/2015
362315384,-133.22,1.22 PM,Between 10:00 am and 2:00 pm,6/25/2015,6/29/2015
785039989,-1.95,1.19 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/26/2015
349207602,-10.69,3.12 PM,Between 10:00 am and 2:00 pm,6/25/2015,6/29/2015
101636166,-12.49,9.53 PM,Between 6:00 pm and 10:00 pm,6/25/2015,6/30/2015
950002165,-4.35,1.49 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/26/2015
609426069,-8.34,1.42 PM,Between 6:00 pm and 10:00 pm,6/25/2015,6/26/2015
512459759,-10.1,1.45 PM,Between 10:00 am and 2:00 pm,6/25/2015,6/29/2015
954072583,-11.39,5.13 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/26/2015
336382127,-7.49,3.31 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/26/2015
755732187,-25.69,3.33 PM,Between 6:00 pm and 10:00 pm,6/25/2015,6/26/2015
169205133,-68.4,11.01 PM,Between 2:00 pm and 6:00 pm,6/11/2015,6/16/2015
808385041,-2.55,5.22 AM,Between 2:00 pm and 6:00 pm,6/12/2015,6/16/2015
251357781,-7.49,1.09 PM,Between 6:00 pm and 10:00 pm,6/12/2015,6/15/2015
619901483,-4,1.08 PM,Between 10:00 am and 2:00 pm,6/12/2015,6/17/2015
184583054,-17.26,2.31 PM,Between 6:00 pm and 10:00 pm,6/12/2015,6/15/2015
822700959,-70.69,3.06 PM,Between 2:00 pm and 6:00 pm,6/12/2015,6/16/2015
993915437,-19.94,11.16 PM,Between 6:00 pm and 10:00 pm,6/17/2015,6/20/2015
479676099,    ,4.26 PM,Between 10:00 am and 2:00 pm,6/12/2015,6/18/2015
7874826,-0.92,4.41 PM,Between 10:00 am and 2:00 pm,6/12/2015,6/16/2015
923096083,-18.44,12.41 AM,Between 6:00 pm and 10:00 pm,6/13/2015,6/16/2015
487765222,-16.35,12.43 AM,Between 2:00 pm and 6:00 pm,6/13/2015,6/20/2015
224904493,-13.29,10.49 AM,Between 6:00 pm and 10:00 pm,6/13/2015,6/17/2015
995308148,-7.49,11.31 AM,Between 2:00 pm and 6:00 pm,6/13/2015,6/16/2015
448574435,-17.06,5.33 PM,Between 6:00 pm and 5:59 pm (next day),6/13/2015,6/16/2015
894969914,-45.24,1.5 PM,Between 6:00 pm and 10:00 pm,6/13/2015,6/16/2015
920511468,    ,6.5 AM,Between 6:00 pm and 10:00 pm,6/25/2015,6/26/2015
111984076,-11.7,4.44 PM,Between 10:00 am and 2:00 pm,6/13/2015,6/17/2015
472276476,-10,9.56 PM,Between 2:00 pm and 6:00 pm,6/13/2015,6/17/2015
742949541,-3.35,1.16 PM,Between 2:00 pm and 6:00 pm,6/14/2015,6/17/2015
735550876,-7.49,2.18 PM,Between 10:00 am and 2:00 pm,6/14/2015,6/20/2015
808974943,-14.15,2.33 PM,Between 6:00 pm and 10:00 pm,6/14/2015,6/18/2015
675348300,-6.95,4.51 PM,Between 6:00 pm and 10:00 pm,6/14/2015,6/16/2015
528729849,-20.3,5.01 PM,Between 10:00 am and 2:00 pm,6/14/2015,6/20/2015
881126291,-12.15,6.4 PM,Between 10:00 am and 2:00 pm,6/14/2015,6/17/2015
668349772,-37.9,4.12 PM,Between 2:00 pm and 6:00 pm,6/15/2015,6/19/2015
336130234,-34.69,9.1 PM,Between 10:00 am and 2:00 pm,6/15/2015,6/20/2015
755502893,-6.65,3.5 PM,Between 6:00 pm and 10:00 pm,6/15/2015,6/16/2015
58601774,-2.75,9.11 AM,Between 2:00 pm and 6:00 pm,6/15/2015,6/16/2015
323847923,-19.69,1.09 PM,Between 2:00 pm and 6:00 pm,6/15/2015,6/16/2015
806180498,-30.54,3.14 PM,Between 10:00 am and 2:00 pm,6/15/2015,6/18/2015
884268407,-3.35,10.41 PM,Between 10:00 am and 2:00 pm,6/15/2015,6/18/2015
650888801,-13.21,12.11 AM,Between 6:00 pm and 5:59 pm (next day),6/16/2015,6/17/2015
311166570,-21.55,10.09 PM,Between 2:00 pm and 6:00 pm,6/15/2015,6/18/2015
943257885,-16.7,11.5 PM,Between 10:00 am and 2:00 pm,6/15/2015,6/18/2015
340235679,    ,11.02 PM,Between 2:00 pm and 6:00 pm,6/15/2015,6/17/2015
663791450,-6.4,9.48 AM,Between 10:00 am and 2:00 pm,6/24/2015,6/25/2015
937693202,-12.14,10.02 AM,Between 2:00 pm and 6:00 pm,6/23/2015,6/24/2015
705790372,-10.59,1.04 PM,Between 2:00 pm and 6:00 pm,6/24/2015,6/26/2015
265768065,    ,8.37 AM,,6/23/2015,
774315690,-8.05,2.14 PM,Between 10:00 am and 2:00 pm,6/22/2015,6/25/2015
243121403,-1.25,9.24 PM,Between 2:00 pm and 6:00 pm,6/23/2015,6/25/2015
637086868,-18.5,7.59 PM,Between 10:00 am and 2:00 pm,6/22/2015,6/24/2015
781900607,-13.64,4:00 PM,Between 10:00 am and 2:00 pm,6/25/2015,6/27/2015
135203533,-5.17,7.03 PM,Between 10:00 am and 2:00 pm,6/23/2015,6/26/2015
882650981,-24.19,8.17 PM,Between 10:00 am and 2:00 pm,6/22/2015,6/27/2015
136374433,-3.21,8.46 PM,Between 6:00 pm and 5:59 pm (next day),6/22/2015,6/26/2015
678804277,-12.19,12.36 PM,Between 10:00 am and 2:00 pm,6/25/2015,6/30/2015
790434829,-7.49,2.36 PM,Between 10:00 am and 2:00 pm,6/23/2015,7/3/2015
341413766,-16,12.28 PM,Between 2:00 pm and 6:00 pm,6/23/2015,6/24/2015
957672070,-22.04,12.22 AM,Between 10:00 am and 2:00 pm,6/25/2015,6/27/2015
737046914,-15.64,10.21 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/29/2015
746662788,-10.44,3.44 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/26/2015
826374027,-7.49,3.36 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/26/2015
275784518,-9.29,4.22 PM,Between 6:00 pm and 10:00 pm,6/25/2015,6/26/2015
84641167,-7.49,3.46 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/27/2015
440393380,-30.59,4.09 PM,Between 6:00 pm and 10:00 pm,6/25/2015,6/29/2015
297095958,-7.49,4.07 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/27/2015
559010831,    ,5.03 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/26/2015
966336940,-19.19,5.09 PM,Between 6:00 pm and 10:00 pm,6/25/2015,6/29/2015
248149437,-15.04,4.05 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/26/2015
768930171,-7.49,4.44 PM,Between 6:00 pm and 10:00 pm,6/25/2015,6/26/2015
697268412,-25.29,5.58 PM,Between 10:00 am and 2:00 pm,6/25/2015,6/27/2015
248574072,-8.44,5.17 PM,Between 10:00 am and 2:00 pm,6/25/2015,6/27/2015
37156680,-9.09,5.22 PM,Between 10:00 am and 2:00 pm,6/25/2015,6/27/2015
513735842,-11.14,5.4 PM,Between 10:00 am and 2:00 pm,6/25/2015,6/27/2015
534288408,-16.34,5.27 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/26/2015
460855049,-7.49,5.46 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/26/2015
758884041,-24.67,6.31 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/27/2015
805081309,-25.94,7.02 PM,Between 10:00 am and 2:00 pm,6/25/2015,6/27/2015
585479057,-18.14,9.54 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/27/2015
950861425,-9.99,6.35 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/26/2015
166782990,-9.19,9.08 PM,Between 6:00 pm and 10:00 pm,6/25/2015,6/27/2015
624892125,-7.84,8.06 PM,Between 6:00 pm and 10:00 pm,6/25/2015,7/3/2015
749787207,-7.49,7.4 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/26/2015
599523404,-14.49,10.32 AM,Between 2:00 pm and 6:00 pm,7/1/2015,7/3/2015
422401671,-9.79,8.05 PM,Between 10:00 am and 2:00 pm,6/25/2015,6/30/2015
656306993,-9.14,7.59 PM,Between 10:00 am and 2:00 pm,6/25/2015,6/29/2015
787240478,-19.24,8.22 PM,Between 10:00 am and 2:00 pm,6/25/2015,6/27/2015
683264522,-17.74,9:00 PM,Between 10:00 am and 2:00 pm,6/25/2015,6/29/2015
454960044,-21.03,8.26 PM,Between 10:00 am and 2:00 pm,6/25/2015,6/27/2015
437865687,-12.64,2.06 PM,Between 6:00 pm and 10:00 pm,6/26/2015,6/29/2015
752563126,-8.04,8.23 PM,Between 10:00 am and 2:00 pm,6/25/2015,6/27/2015
950144421,-13.19,10.28 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/27/2015
826821935,-7.49,7.52 AM,Between 6:00 pm and 10:00 pm,6/26/2015,6/29/2015
4438946,-20.29,9.33 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/27/2015
277637986,-7.84,10.02 AM,Between 10:00 am and 2:00 pm,6/26/2015,6/27/2015
588297066,-10.89,9.04 PM,Between 10:00 am and 2:00 pm,6/25/2015,6/28/2015
433088084,-18.93,12.31 AM,Between 6:00 pm and 10:00 pm,6/19/2015,6/22/2015
910513088,-14.64,7.22 PM,Between 2:00 pm and 6:00 pm,7/1/2015,7/2/2015
10129241,-18.01,1.55 PM,Between 2:00 pm and 6:00 pm,6/12/2015,6/15/2015
308789774,-5.49,4.34 PM,Between 2:00 pm and 6:00 pm,6/15/2015,6/17/2015
137029273,-11.19,2.06 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/26/2015
458775052,    ,4.43 PM,Between 2:00 pm and 6:00 pm,6/20/2015,6/23/2015
92580592,-39.09,4.51 PM,Between 6:00 pm and 10:00 pm,6/12/2015,6/15/2015
468783807,-8.05,6.37 PM,Between 2:00 pm and 6:00 pm,6/12/2015,6/13/2015
893364436,-11.95,5.01 PM,Between 6:00 pm and 10:00 pm,6/12/2015,6/17/2015
654557155,    ,5.07 PM,Between 2:00 pm and 6:00 pm,6/12/2015,6/15/2015
947970479,-9.65,6.38 PM,Between 2:00 pm and 6:00 pm,6/12/2015,6/19/2015
978057830,-14.49,9.28 PM,Between 6:00 pm and 10:00 pm,6/12/2015,6/17/2015
530461342,-17.8,11.11 PM,Between 10:00 am and 2:00 pm,6/12/2015,6/17/2015
443320688,-4.15,6.37 PM,Between 2:00 pm and 6:00 pm,6/22/2015,6/23/2015
715255201,-7.49,5.17 PM,Between 2:00 pm and 6:00 pm,6/15/2015,6/17/2015
779695941,-35.29,3.35 PM,Between 10:00 am and 2:00 pm,6/13/2015,6/20/2015
295862633,-13.45,3.42 PM,Between 6:00 pm and 10:00 pm,6/13/2015,6/15/2015
223725825,-23.54,4.53 PM,Between 10:00 am and 2:00 pm,6/13/2015,6/21/2015
956182842,-8.8,6.13 PM,Between 6:00 pm and 10:00 pm,6/13/2015,6/17/2015
205750751,-18.24,12.53 PM,Between 2:00 pm and 6:00 pm,6/21/2015,6/27/2015
497141583,-4.45,7.58 PM,Between 10:00 am and 2:00 pm,6/13/2015,6/16/2015
593645317,-28.94,2.57 PM,Between 2:00 pm and 6:00 pm,6/15/2015,6/17/2015
819284115,-4.65,9.07 PM,Between 10:00 am and 2:00 pm,6/13/2015,6/16/2015
344792257,-8.54,9.49 PM,Between 10:00 am and 2:00 pm,6/13/2015,6/17/2015
614989293,-17.2,9.25 AM,Between 10:00 am and 2:00 pm,6/17/2015,6/18/2015
144166324,-19.82,11.03 AM,Between 10:00 am and 2:00 pm,6/16/2015,6/18/2015
127501847,    ,4.03 PM,Between 10:00 am and 2:00 pm,6/16/2015,6/18/2015
129473465,-34.49,4.11 PM,Between 2:00 pm and 6:00 pm,6/16/2015,6/20/2015
190279398,-2.08,4.59 PM,Between 10:00 am and 2:00 pm,6/16/2015,6/18/2015
422065452,    ,6.06 PM,Between 6:00 pm and 10:00 pm,6/16/2015,6/17/2015
551085662,-10.54,11.21 PM,Between 10:00 am and 2:00 pm,6/16/2015,6/19/2015
266048227,-3.9,11.25 PM,Between 10:00 am and 2:00 pm,6/16/2015,6/21/2015
343616242,-7,8.55 AM,Between 10:00 am and 2:00 pm,6/17/2015,6/18/2015
747093771,-3.25,8.36 AM,Between 10:00 am and 2:00 pm,6/17/2015,6/18/2015
990314526,-33.24,11.38 AM,Between 6:00 pm and 10:00 pm,6/17/2015,6/18/2015
410530087,-1.4,11.07 AM,Between 2:00 pm and 6:00 pm,6/17/2015,6/18/2015
635670986,-27.65,1.17 PM,Between 2:00 pm and 6:00 pm,6/17/2015,6/18/2015
479710585,-8.44,8.49 PM,Between 2:00 pm and 6:00 pm,6/18/2015,6/20/2015
227793039,-7.49,1.13 PM,Between 2:00 pm and 6:00 pm,6/17/2015,6/18/2015
953331658,    ,1.1 PM,Between 10:00 am and 2:00 pm,6/17/2015,6/19/2015
214099762,-2.48,12.09 PM,Between 2:00 pm and 6:00 pm,6/22/2015,6/23/2015
459562841,-7.49,3.44 PM,Between 10:00 am and 2:00 pm,6/23/2015,6/29/2015
418886895,-17.24,11.26 AM,Between 10:00 am and 2:00 pm,6/23/2015,6/25/2015
548726767,-14.5,7.53 PM,Between 10:00 am and 2:00 pm,6/22/2015,6/25/2015
855497700,    ,5.06 PM,Between 10:00 am and 2:00 pm,6/22/2015,6/27/2015
401360375,-35.94,1.39 PM,Between 2:00 pm and 6:00 pm,6/23/2015,6/25/2015
503648277,-7.93,6.24 PM,Between 2:00 pm and 6:00 pm,6/22/2015,6/24/2015
949043485,-3.53,7.08 PM,Between 10:00 am and 2:00 pm,6/22/2015,6/24/2015
606312845,-7.49,8.59 PM,Between 2:00 pm and 6:00 pm,6/22/2015,6/24/2015
71182353,-3.55,11.18 PM,Between 6:00 pm and 10:00 pm,6/23/2015,6/25/2015
927214892,-27.45,10.36 PM,Between 2:00 pm and 6:00 pm,6/22/2015,6/24/2015
952026784,-0.65,3.08 AM,Between 2:00 pm and 6:00 pm,6/23/2015,6/24/2015
328099134,-9.77,3.24 AM,Between 2:00 pm and 6:00 pm,6/25/2015,6/26/2015
232056577,-23.4,11.13 AM,Between 10:00 am and 2:00 pm,6/25/2015,6/30/2015
106639821,-13.9,12.44 PM,Between 10:00 am and 2:00 pm,6/25/2015,6/29/2015
132912172,-10.69,11.33 PM,Between 2:00 pm and 6:00 pm,6/26/2015,6/29/2015
760331856,-11.34,3.04 PM,Between 6:00 pm and 10:00 pm,6/25/2015,6/26/2015
451962084,-19.04,9.39 AM,Between 6:00 pm and 10:00 pm,6/26/2015,6/27/2015
976455423,-9.04,10.4 AM,Between 10:00 am and 2:00 pm,6/26/2015,6/29/2015
549682789,-14.04,6.39 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/26/2015
960803090,-25.14,3.24 PM,Between 6:00 pm and 10:00 pm,6/25/2015,6/26/2015
655839345,-10.69,3.37 PM,Between 10:00 am and 2:00 pm,6/25/2015,6/29/2015
901483019,-9.49,3.34 PM,Between 6:00 pm and 10:00 pm,6/25/2015,6/27/2015
877231520,-11.54,4.08 PM,Between 10:00 am and 2:00 pm,6/25/2015,6/27/2015
790693938,-18.84,10.09 PM,Between 6:00 pm and 10:00 pm,6/25/2015,6/27/2015
497685834,-11.39,3.43 PM,Between 10:00 am and 2:00 pm,6/25/2015,6/27/2015
208460898,-15.04,7.4 PM,Between 6:00 pm and 10:00 pm,6/25/2015,6/26/2015
21744006,-18.44,4.11 PM,Between 10:00 am and 2:00 pm,6/25/2015,6/27/2015
413001604,-18.84,4.24 PM,Between 10:00 am and 2:00 pm,6/25/2015,6/27/2015
550248701,-7.49,4.48 PM,Between 6:00 pm and 10:00 pm,6/25/2015,6/26/2015
44386868,-13.14,4.2 PM,Between 6:00 pm and 10:00 pm,6/25/2015,6/26/2015
517339936,-16.44,4.27 PM,Between 10:00 am and 2:00 pm,6/25/2015,6/27/2015
732637912,-10.44,5.15 PM,Between 6:00 pm and 10:00 pm,6/25/2015,6/26/2015
542708873,-15.99,5.46 PM,Between 6:00 pm and 10:00 pm,7/1/2015,7/3/2015
202148034,-8.24,5.16 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/29/2015
416433904,-9.09,8.21 PM,Between 6:00 pm and 10:00 pm,6/25/2015,6/30/2015
716228173,-14.04,4.51 PM,Between 10:00 am and 2:00 pm,6/25/2015,6/29/2015
179391904,-16.49,9.24 AM,Between 2:00 pm and 6:00 pm,6/26/2015,6/29/2015
833922623,-19.14,6.12 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/26/2015
108477809,-12.44,10.3 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/27/2015
707062872,-10.74,5.44 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/29/2015
139076423,-2.55,6.07 PM,Between 10:00 am and 2:00 pm,6/25/2015,6/28/2015
90637107,-13.59,6.36 PM,Between 10:00 am and 2:00 pm,6/25/2015,6/29/2015
273732308,-5.5,6.3 PM,Between 6:00 pm and 10:00 pm,6/25/2015,6/27/2015
373572054,-11.49,9.46 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/29/2015
964620628,-41.79,6.15 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/26/2015
520341569,-7.49,6.15 PM,Between 10:00 am and 2:00 pm,6/25/2015,6/27/2015
93544845,-7.49,6.37 PM,Between 10:00 am and 2:00 pm,6/25/2015,6/27/2015
903171864,-12.99,6.05 PM,Between 10:00 am and 2:00 pm,6/25/2015,6/27/2015
129470371,-19.39,6.4 PM,Between 6:00 pm and 10:00 pm,6/25/2015,6/26/2015
774147517,-13.64,6.39 PM,Between 10:00 am and 2:00 pm,6/25/2015,6/27/2015
